# Phonon dispersion from ShengBTE
# Path: G -> X -> K -> G -> L
# Tick positions:
#       G  d = 0.000000
#       X  d = 1.149293
#       K  d = 2.057889
#       G  d = 3.276898
#       L  d = 4.272215
#       distance               qx               qy               qz     omega_1(THz)     omega_2(THz)     omega_3(THz)     omega_4(THz)     omega_5(THz)     omega_6(THz)
        4.222200         0.000000         0.474874        -0.000000         3.318201         3.318201        11.045923        12.354272        14.591818        14.591818
        4.227201         0.000000         0.477387        -0.000000         3.317439         3.317439        11.071871        12.333267        14.591901        14.591901
        4.232203         0.000000         0.479899        -0.000000         3.316823         3.316823        11.093305        12.315812        14.591968        14.591968
        4.237204         0.000000         0.482412        -0.000000         3.316560         3.316560        11.103779        12.306974        14.591997        14.591997
        4.242206         0.000000         0.484925        -0.000000         3.316297         3.316297        11.114252        12.298137        14.592026        14.592026
        4.247207         0.000000         0.487437        -0.000000         3.316034         3.316034        11.124726        12.289299        14.592054        14.592054
        4.252209         0.000000         0.489950        -0.000000         3.315771         3.315771        11.135200        12.280461        14.592083        14.592083
        4.257211         0.000000         0.492462        -0.000000         3.315508         3.315508        11.145674        12.271624        14.592111        14.592111
        4.262212         0.000000         0.494975        -0.000000         3.315246         3.315246        11.156147        12.262786        14.592140        14.592140
        4.267214         0.000000         0.497487        -0.000000         3.314983         3.314983        11.166621        12.253949        14.592169        14.592169
        4.272215         0.000000         0.500000        -0.000000         3.314720         3.314720        11.177095        12.245111        14.592197        14.592197
